,id,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
272,273,Domini,Luttger,dluttger7k@abc.net.au,male,animate weapon,other,dluttger7k,275,Indonesia,100
273,274,Deva,,dmeneur7l@aboutads.info,male,arctic armour,scion,dmcadam7l,333,South Korea,100
274,275,Garry,Deane,gdeane7m@cargocollective.com,male,animate weapon,scion,gdeane7m,2,Argentina,1
275,276,Perceval,,pblackaller7n@go.com,male,barrage,other,psackes7n,17,Sweden,16
276,277,Trumann,Codner,tcodner7o@pinterest.com,male,animate weapon,scion,tcodner7o,189,Peru,100
277,278,Rasia,Layfield,rlayfield7p@bbc.co.uk,male,animate weapon,scion,rlayfield7p,66,Denmark,70
278,279,Shoshana,Shenton,sshenton7q@thetimes.co.uk,male,barrage,scion,sshenton7q,61,Portugal,57
279,280,Ulrikaumeko,,usandhill7r@va.gov,male,barrage,scion,ubecke7r,431,Ethiopia,100
280,281,Courtney,Dana,cdana7s@cbc.ca,male,arctic armour,scion,cdana7s,448,Philippines,100
281,282,Patricio,Jehaes,pjehaes7t@exblog.jp,male,barrage,scion,pjehaes7t,331,China,100
282,283,Temp,Kramer,tkramer7u@va.gov,male,arctic armour,scion,tkramer7u,14,Colombia,22
283,284,,,ckeppel7v@nyu.edu,male,barrage,scion,adetoile7v,105,Bulgaria,51
284,285,Bendick,Linstead,blinstead7w@360.cn,male,barrage,scion,blinstead7w,392,South Korea,100
285,286,Anica,Loynton,aloynton7x@mlb.com,male,animate weapon,other,aloynton7x,287,Czech Republic,100
286,287,,Currm,acurrm7y@friendfeed.com,male,barrage,scion,kcurrm7y,387,Brazil,100
287,288,Amargo,Bullcock,abullcock7z@amazon.co.jp,male,barrage,scion,abullcock7z,358,Philippines,100
288,289,Dalenna,,dbransgrove80@washingtonpost.com,male,arctic armour,scion,dfolger80,259,Sudan,100
289,290,Rinaldo,,rcannaway81@gov.uk,male,arctic armour,other,rsaulter81,132,Indonesia,100
290,291,Jess,Gillow,jgillow82@jigsy.com,male,animate weapon,scion,jgillow82,277,Indonesia,100
291,292,Kelwin,,kdrew83@webnode.com,male,arctic armour,other,kwalisiak83,83,Philippines,42
292,293,Freddy,Maase,fmaase84@state.tx.us,male,barrage,other,fmaase84,363,Democratic Republic of the Congo,100
293,294,Edan,,edriuzzi85@istockphoto.com,male,animate weapon,scion,ehowton85,180,Russia,100
294,295,Byron,,bnorsister86@nature.com,male,barrage,scion,bspellesy86,414,Russia,100
295,296,Tedi,Riddlesden,triddlesden87@51.la,male,barrage,other,triddlesden87,421,Philippines,100
296,297,Kakalina,O'Kane,kokane88@booking.com,male,barrage,other,kokane88,346,Philippines,100
297,298,,Mccaull,amccaull89@pen.io,male,barrage,other,dmccaull89,281,Indonesia,100
298,299,Gretel,Meindl,gmeindl8a@state.tx.us,male,arctic armour,other,gmeindl8a,286,Indonesia,100
299,300,Winona,Ellerbeck,wellerbeck8b@soundcloud.com,male,barrage,scion,wellerbeck8b,381,Russia,100
300,301,Gannon,,gduprey8c@google.co.jp,male,animate weapon,scion,gmowling8c,169,Indonesia,100
301,302,Monroe,Gonzalvo,mgonzalvo8d@springer.com,male,barrage,other,mgonzalvo8d,364,Philippines,100
302,303,,Lipscomb,elipscomb8e@alibaba.com,male,arctic armour,other,mlipscomb8e,385,Colombia,100
303,304,Valentina,Knappen,vknappen8f@reverbnation.com,male,animate weapon,other,vknappen8f,47,China,12
304,305,Roderic,,rscarlin8g@narod.ru,male,barrage,other,rpozzo8g,186,China,100
305,306,Roberta,Breming,rbreming8h@washington.edu,male,arctic armour,other,rbreming8h,377,Russia,100
306,307,Vite,Guillot,vguillot8i@wikispaces.com,male,animate weapon,scion,vguillot8i,247,Ukraine,100
307,308,Eldin,Layson,elayson8j@europa.eu,male,animate weapon,other,elayson8j,227,Iran,100
308,309,Sydelle,,sdanzey8k@usda.gov,male,barrage,other,sskivington8k,367,Poland,100
309,310,Linc,,lmcguckin8l@mtv.com,male,animate weapon,scion,llouys8l,200,Sweden,100
310,311,Arri,,ahallitt8m@amazon.com,male,animate weapon,other,abenardette8m,111,China,51
311,312,Tonnie,Kerfod,tkerfod8n@senate.gov,male,barrage,other,tkerfod8n,115,China,59
312,313,Silvia,MacGettigen,smacgettigen8o@jiathis.com,male,animate weapon,other,smacgettigen8o,14,Indonesia,22
313,314,Clarance,Di Carlo,cdicarlo8p@technorati.com,male,barrage,other,cdicarlo8p,33,Canada,22
314,315,Bert,,bmays8q@opera.com,male,barrage,scion,battrie8q,31,Indonesia,3
315,316,Lorene,Blamey,lblamey8r@bravesites.com,male,barrage,other,lblamey8r,323,Portugal,100
316,317,Muffin,,madenet8s@smugmug.com,male,barrage,scion,maubin8s,62,Norway,52
317,318,Maddalena,Rooper,mrooper8t@census.gov,male,animate weapon,other,mrooper8t,140,Indonesia,100
318,319,Aristotle,Heymann,aheymann8u@booking.com,male,arctic armour,scion,aheymann8u,199,China,100
319,320,Elli,,eshuxsmith8v@1und1.de,male,animate weapon,scion,edisman8v,30,Iraq,9
320,321,Cammy,Scartifield,cscartifield8w@taobao.com,male,barrage,scion,cscartifield8w,209,Philippines,100
321,322,Yorke,Rathmell,yrathmell8x@paginegialle.it,male,arctic armour,other,yrathmell8x,212,Dominican Republic,100
322,323,Sally,Chapman,schapman8y@va.gov,male,barrage,scion,schapman8y,214,Russia,100
323,324,Nanine,Guppy,nguppy8z@cocolog-nifty.com,male,barrage,other,nguppy8z,383,Poland,100
324,325,Rycca,Gonoude,rgonoude90@squidoo.com,male,barrage,scion,rgonoude90,227,Brazil,100
325,326,Eolande,,efumagallo91@gravatar.com,male,arctic armour,other,efessby91,431,Israel,100
326,327,Anders,Rosle,arosle92@webeden.co.uk,male,barrage,other,arosle92,166,Kosovo,100
327,328,Aube,Carbin,acarbin93@sfgate.com,male,arctic armour,scion,acarbin93,414,France,100
328,329,Shellysheldon,,smennithorp94@techcrunch.com,male,barrage,scion,smerrison94,345,Slovenia,100
329,330,Conni,,cjacobowicz95@noaa.gov,male,barrage,scion,cbroadfield95,349,China,100
330,331,Klara,,kmagister96@howstuffworks.com,male,arctic armour,other,krussell96,129,Brazil,100
331,332,,,mreuble97@com.com,male,arctic armour,other,mjeyness97,251,Philippines,100
332,333,,,vfontanet98@yahoo.com,male,barrage,scion,hmates98,112,Ukraine,50
333,334,Aile,,aspinks99@umn.edu,male,arctic armour,other,afinlater99,202,Greece,100
334,335,Veriee,Voisey,vvoisey9a@creativecommons.org,male,barrage,other,vvoisey9a,99,Poland,50
335,336,Danella,,drising9b@netvibes.com,male,animate weapon,other,dyeardley9b,116,Sweden,32
336,337,Paddy,Gally,pgally9c@vinaora.com,male,barrage,other,pgally9c,260,Ivory Coast,100
337,338,Marylinda,Oxlee,moxlee9d@digg.com,male,barrage,scion,moxlee9d,133,China,100
338,339,Ondrea,,omulqueen9e@nymag.com,male,barrage,other,omillar9e,249,China,100
339,340,Errol,,eygoe9f@etsy.com,male,animate weapon,other,emagrannell9f,58,Jamaica,60
340,341,Swen,Webber,swebber9g@abc.net.au,male,barrage,scion,swebber9g,308,Russia,100
341,342,Morry,Sandcraft,msandcraft9h@issuu.com,male,animate weapon,scion,msandcraft9h,411,Albania,100
342,343,Gypsy,,gmein9i@nasa.gov,male,barrage,scion,gchumley9i,284,Brazil,100
343,344,Trudy,Burnett,tburnett9j@livejournal.com,male,arctic armour,scion,tburnett9j,115,Philippines,28
344,345,Pier,,phigford9k@a8.net,male,barrage,scion,pbeernaert9k,354,Russia,100
345,346,,Lorent,alorent9l@studiopress.com,male,barrage,scion,alorent9l,257,Portugal,100
346,347,Salomone,Sidlow,ssidlow9m@nbcnews.com,male,barrage,scion,ssidlow9m,30,China,20
347,348,Sarina,Byllam,sbyllam9n@abc.net.au,male,barrage,other,sbyllam9n,9,China,22
348,349,,Fetherstan,tfetherstan9o@wiley.com,male,barrage,other,afetherstan9o,411,Philippines,100
349,350,,Jellard,djellard9p@intel.com,male,barrage,scion,kjellard9p,97,Indonesia,65
350,351,Curr,Petegree,cpetegree9q@wp.com,male,barrage,scion,cpetegree9q,253,Brazil,100
351,352,Lamond,,liffe9r@state.tx.us,male,barrage,scion,llawtey9r,377,China,100
352,353,Chris,,cscading9s@linkedin.com,male,animate weapon,scion,cbroome9s,416,China,100
353,354,Ignacius,Blowing,iblowing9t@domainmarket.com,male,arctic armour,other,iblowing9t,34,China,17
354,355,Rhianna,,rrosten9u@com.com,male,barrage,other,rbrownscombe9u,372,Indonesia,100
355,356,Tallulah,Bog,tbog9v@cnbc.com,male,barrage,scion,tbog9v,49,Portugal,6
356,357,Marchall,,mrennebeck9w@mediafire.com,male,barrage,scion,mbatchan9w,242,Portugal,100
357,358,Ruggiero,,rbeche9x@printfriendly.com,male,barrage,other,rmathias9x,317,Finland,100
358,359,Gerrie,Wakerley,gwakerley9y@merriam-webster.com,male,barrage,other,gwakerley9y,247,Thailand,100
359,360,Whitaker,,wbonass9z@friendfeed.com,male,arctic armour,other,wlayburn9z,333,Czech Republic,100
360,361,Guillemette,Amies,gamiesa0@rambler.ru,male,arctic armour,other,gamiesa0,205,China,100
361,362,Elsie,Korneichuk,ekorneichuka1@ifeng.com,male,barrage,scion,ekorneichuka1,409,Japan,100
362,363,Luis,Dytham,ldythama2@craigslist.org,male,animate weapon,scion,ldythama2,362,Indonesia,100
363,364,Vitia,Ffrench,vffrencha3@bigcartel.com,male,barrage,scion,vffrencha3,82,Colombia,69
364,365,Curcio,,cburnsydea4@weibo.com,male,arctic armour,scion,ccompsona4,201,Indonesia,100
365,366,Carilyn,Bartke,cbartkea5@reddit.com,male,arctic armour,other,cbartkea5,424,China,100
366,367,,,shurlera6@shareasale.com,male,animate weapon,scion,smongana6,64,Indonesia,25
367,368,Paulo,,pdurbyna7@printfriendly.com,male,barrage,other,pjerdeina7,10,China,21
368,369,Janella,Reaper,jreapera8@qq.com,male,arctic armour,other,jreapera8,240,Argentina,100
369,370,Gregor,Wild,gwilda9@nps.gov,male,barrage,scion,gwilda9,284,Mongolia,100
370,371,Reeba,Barthorpe,rbarthorpeaa@irs.gov,male,barrage,scion,rbarthorpeaa,349,Sweden,100
371,372,Judye,Lawdham,jlawdhamab@biglobe.ne.jp,male,barrage,scion,jlawdhamab,241,Peru,100
372,373,Wright,,wcranshawac@prnewswire.com,male,barrage,other,wyurlovac,104,Venezuela,34
373,374,Calvin,Girdler,cgirdlerad@g.co,male,barrage,scion,cgirdlerad,109,Albania,61
374,375,Ameline,Durbridge,adurbridgeae@hao123.com,male,animate weapon,other,adurbridgeae,77,Indonesia,39
375,376,Land,Grahame,lgrahameaf@canalblog.com,male,arctic armour,scion,lgrahameaf,370,Russia,100
376,377,Waly,Rapo,wrapoag@yandex.ru,male,animate weapon,other,wrapoag,252,Philippines,100
377,378,Lionel,Kertess,lkertessah@vimeo.com,male,barrage,other,lkertessah,53,Brazil,32
378,379,Violette,Cheves,vchevesai@instagram.com,male,arctic armour,other,vchevesai,146,China,100
379,380,Emmit,,edurnoaj@apple.com,male,barrage,other,eskateaj,88,Russia,70
380,381,Manya,Trimbey,mtrimbeyak@forbes.com,male,barrage,other,mtrimbeyak,253,Ukraine,100
381,382,Edouard,,eleysal@domainmarket.com,male,barrage,scion,edurnallal,23,Brazil,25
382,383,Johna,Monaghan,jmonaghanam@marriott.com,male,arctic armour,scion,jmonaghanam,34,United States,12
383,384,Beatrisa,,bfarnorthan@hao123.com,male,animate weapon,other,bguerreroan,158,Syria,100
384,385,Maggy,,mmateescuao@yelp.com,male,animate weapon,scion,mjosefsonao,139,South Africa,100
385,386,Abigail,,akellickap@ustream.tv,male,barrage,scion,agingerap,56,Malta,64
386,387,Marylou,Samwyse,msamwyseaq@mlb.com,male,animate weapon,scion,msamwyseaq,259,China,100
387,388,Xaviera,Stowgill,xstowgillar@mayoclinic.com,male,barrage,scion,xstowgillar,54,China,48
388,389,Ashely,,adillingstoneas@sogou.com,male,animate weapon,other,aannakinas,406,United States,100
389,390,Melamie,Skipping,mskippingat@dailymail.co.uk,male,arctic armour,other,mskippingat,439,Egypt,100
390,391,Garvin,Ranscomb,granscombau@ft.com,male,animate weapon,other,granscombau,129,Vietnam,100
391,392,Arleta,Dallander,adallanderav@latimes.com,male,animate weapon,other,adallanderav,80,Albania,37
392,393,Freemon,Jamot,fjamotaw@nasa.gov,male,barrage,other,fjamotaw,233,Russia,100
393,394,Packston,,pbelliniax@nationalgeographic.com,male,animate weapon,other,pkenlinax,294,China,100
394,395,Benedetta,Espinal,bespinalay@china.com.cn,male,animate weapon,scion,bespinalay,416,Sweden,100
395,396,Natale,Saleway,nsalewayaz@who.int,male,barrage,other,nsalewayaz,393,Poland,100
396,397,Tannie,,thansberryb0@usa.gov,male,barrage,scion,telveyb0,27,Indonesia,11
397,398,Leeanne,,ltatloweb1@miitbeian.gov.cn,male,animate weapon,scion,lgisburneb1,220,Tunisia,100
398,399,Wildon,Savins,wsavinsb2@hubpages.com,male,animate weapon,scion,wsavinsb2,357,Uruguay,100
399,400,Carmine,,cabelesb3@about.me,male,barrage,scion,cgirodonb3,14,Greece,21
400,401,Ardelia,,apetrasb4@deliciousdays.com,male,barrage,scion,awiddocksb4,388,South Africa,100
401,402,Marlon,,mtschirascheb5@seattletimes.com,male,barrage,scion,mmedlingb5,26,Armenia,17
402,403,Joli,,jgerrieb6@ebay.com,male,animate weapon,scion,jhedworthb6,321,Philippines,100
403,404,Tiebout,O'Hollegan,toholleganb7@godaddy.com,male,arctic armour,scion,toholleganb7,303,Philippines,100
404,405,Ros,,rlesmondeb8@abc.net.au,male,barrage,other,rtebaldb8,94,China,39
405,406,Berte,,bcaughtb9@booking.com,male,barrage,other,bbrosinib9,139,Vietnam,100
406,407,Babita,Brushneen,bbrushneenba@netlog.com,male,barrage,other,bbrushneenba,335,Macedonia,100
407,408,Brina,Greendale,bgreendalebb@themeforest.net,male,barrage,scion,bgreendalebb,92,China,68
408,409,Cherilyn,Bracegirdle,cbracegirdlebc@marriott.com,male,barrage,other,cbracegirdlebc,355,Russia,100
409,410,Arabella,Pierrepont,apierrepontbd@gov.uk,male,arctic armour,scion,apierrepontbd,321,Philippines,100
410,411,Julian,Piecha,jpiechabe@naver.com,male,animate weapon,other,jpiechabe,338,Serbia,100
411,412,Garry,,gcutrissbf@newyorker.com,male,barrage,other,gjaggerbf,178,Portugal,100
412,413,,,cdowniebg@miibeian.gov.cn,male,barrage,scion,mflackebg,292,Belarus,100
413,414,Hynda,,hbevenbh@networksolutions.com,male,arctic armour,scion,hflickerbh,307,Nigeria,100
414,415,Hilario,,hgrahlmansbi@bloglovin.com,male,arctic armour,scion,hskermebi,365,Indonesia,100
415,416,Mercedes,Roylance,mroylancebj@printfriendly.com,male,animate weapon,scion,mroylancebj,47,Pakistan,17
416,417,,Oret,loretbk@com.com,male,arctic armour,scion,aoretbk,28,Guatemala,21
417,418,Petronille,Christoforou,pchristoforoubl@zimbio.com,male,arctic armour,other,pchristoforoubl,87,Paraguay,54
418,419,,Le-Good,nlegoodbm@yellowbook.com,male,barrage,scion,wlegoodbm,17,Netherlands,1
419,420,Raynell,Hanselmann,rhanselmannbn@marriott.com,male,animate weapon,scion,rhanselmannbn,296,Brazil,100
420,421,Camilla,,cshoemarkbo@timesonline.co.uk,male,barrage,other,croughleybo,374,Namibia,100
421,422,Jacinta,Broddle,jbroddlebp@networksolutions.com,male,barrage,other,jbroddlebp,351,Poland,100
422,423,,Angric,mangricbq@mozilla.org,male,barrage,other,kangricbq,96,Indonesia,48
423,424,Pammie,,pkalbererbr@fda.gov,male,animate weapon,scion,pmahmoodbr,366,Greece,100
424,425,Gallagher,Gomersall,ggomersallbs@ezinearticles.com,male,barrage,other,ggomersallbs,108,Philippines,36
425,426,,Hanshawe,ahanshawebt@vk.com,male,barrage,other,rhanshawebt,80,Chile,44
426,427,Ranna,Franseco,rfransecobu@nytimes.com,male,arctic armour,scion,rfransecobu,160,Philippines,100
427,428,Stormy,Jeenes,sjeenesbv@ebay.co.uk,male,animate weapon,scion,sjeenesbv,131,Argentina,100
428,429,Lucilia,Bill,lbillbw@ucla.edu,male,animate weapon,scion,lbillbw,34,Argentina,4
429,430,,Thickins,gthickinsbx@usnews.com,male,animate weapon,other,fthickinsbx,412,Indonesia,100
430,431,Corty,,cwewellby@spotify.com,male,animate weapon,other,ccageby,68,Portugal,55
431,432,Kermit,Kelling,kkellingbz@webnode.com,male,arctic armour,other,kkellingbz,81,Indonesia,54
432,433,Casar,Ironside,cironsidec0@hexun.com,male,barrage,scion,cironsidec0,131,Indonesia,100
433,434,Alf,,awalshc1@sogou.com,male,barrage,other,ajicklesc1,186,Greece,100
434,435,Pammie,Wyndham,pwyndhamc2@zimbio.com,male,animate weapon,scion,pwyndhamc2,282,Russia,100
435,436,,,mchalcroftc3@sakura.ne.jp,male,barrage,other,mlukeschc3,215,Russia,100
436,437,Algernon,,abirtlesc4@ed.gov,male,barrage,scion,aolliffec4,446,Russia,100
437,438,Rockie,Alejo,ralejoc5@mapy.cz,male,barrage,scion,ralejoc5,361,Philippines,100
438,439,,,gratledgec6@1688.com,male,arctic armour,scion,efalconerc6,192,Argentina,100
439,440,Leanor,,llednorc7@plala.or.jp,male,barrage,scion,lgreatbankc7,134,Greece,100
440,441,Sandro,Lovett,slovettc8@fc2.com,male,barrage,scion,slovettc8,183,Brazil,100
441,442,Domingo,Cottell,dcottellc9@booking.com,male,arctic armour,other,dcottellc9,173,Germany,100
442,443,Zackariah,Wrassell,zwrassellca@reverbnation.com,male,barrage,other,zwrassellca,322,China,100
443,444,Reggie,Backsal,rbacksalcb@etsy.com,male,barrage,other,rbacksalcb,213,China,100
444,445,Roxy,Denniston,rdennistoncc@soup.io,male,animate weapon,scion,rdennistoncc,436,China,100
445,446,,,aveverscd@merriam-webster.com,male,barrage,other,dhubbockcd,391,China,100
446,447,Leonard,,lcrosence@dion.ne.jp,male,animate weapon,scion,lkisbeece,155,China,100
447,448,Read,Stovin,rstovincf@istockphoto.com,male,arctic armour,other,rstovincf,41,Portugal,22
448,449,Willette,,wsizlandcg@twitpic.com,male,barrage,scion,wandreascg,393,Indonesia,100
449,450,Blanca,,bcopingch@independent.co.uk,male,barrage,other,bbewlych,148,China,100
450,451,Anetta,,amilwardci@google.co.jp,male,barrage,other,apopleyci,13,Indonesia,12
451,452,Aurlie,,asamsoncj@squidoo.com,male,animate weapon,other,astrathdeecj,230,Indonesia,100
452,453,Amalee,Marke,amarkeck@dropbox.com,male,animate weapon,scion,amarkeck,108,Canada,64
453,454,Doreen,,dmactrustramcl@berkeley.edu,male,barrage,other,dblacklercl,29,China,13
454,455,Karrie,McAusland,kmcauslandcm@discuz.net,male,animate weapon,scion,kmcauslandcm,403,Indonesia,100
455,456,Jacynth,Ridgedell,jridgedellcn@umn.edu,male,barrage,other,jridgedellcn,112,China,70
456,457,Richmond,Spurnier,rspurnierco@disqus.com,male,animate weapon,other,rspurnierco,111,France,35
457,458,Torrance,Triplow,ttriplowcp@umn.edu,male,arctic armour,scion,ttriplowcp,383,Indonesia,100
458,459,Drucy,,dmorloncq@about.com,male,animate weapon,scion,dpaschkecq,26,China,1
459,460,Tobiah,Jaffra,tjaffracr@pen.io,male,barrage,scion,tjaffracr,300,Thailand,100
460,461,,Dotson,udotsoncs@bizjournals.com,male,arctic armour,other,mdotsoncs,94,Honduras,67
461,462,Keeley,,kpettigreect@telegraph.co.uk,male,arctic armour,other,kbransdenct,161,Russia,100
462,463,Etan,Abbot,eabbotcu@bbb.org,male,animate weapon,other,eabbotcu,36,Venezuela,8
463,464,Rowland,Fiddiman,rfiddimancv@mlb.com,male,animate weapon,scion,rfiddimancv,321,Pakistan,100
464,465,Cloris,,cbarendtsencw@ow.ly,male,animate weapon,other,cnellcw,259,Russia,100
465,466,Lucia,Phelip,lphelipcx@ucoz.ru,male,animate weapon,scion,lphelipcx,109,Philippines,44
466,467,Eyde,Parlot,eparlotcy@berkeley.edu,male,barrage,other,eparlotcy,390,China,100
467,468,Bengt,Donohue,bdonohuecz@sun.com,male,barrage,other,bdonohuecz,296,Kenya,100
468,469,Koo,,kosmand0@amazonaws.com,male,barrage,scion,karmfirldd0,399,China,100
469,470,Patin,Mocher,pmocherd1@newsvine.com,male,arctic armour,scion,pmocherd1,65,Indonesia,56
470,471,Karleen,,kpawled2@apple.com,male,animate weapon,other,kmattockd2,142,China,100
471,472,Ivy,,ifreaked3@statcounter.com,male,animate weapon,other,ipoulneyd3,409,France,100
472,473,Maisey,,mgurryd4@tiny.cc,male,barrage,other,mlasseterd4,299,Russia,100
473,474,June,Whistance,jwhistanced5@indiatimes.com,male,animate weapon,scion,jwhistanced5,4,Russia,16
474,475,Fanny,Gillcrist,fgillcristd6@plala.or.jp,male,barrage,other,fgillcristd6,276,Philippines,100
475,476,Kareem,,ktomczynskid7@cyberchimps.com,male,animate weapon,other,klascelld7,144,Philippines,100
476,477,Dimitry,Hinchon,dhinchond8@ifeng.com,male,barrage,other,dhinchond8,215,Portugal,100
477,478,Gregg,,glitzmannd9@tinyurl.com,male,animate weapon,other,gcarniliand9,165,Philippines,100
478,479,Cassey,,cbestallda@mapquest.com,male,arctic armour,other,cgibbesonda,425,Pakistan,100
479,480,Sutton,,scancellariodb@china.com.cn,male,arctic armour,other,skeighleydb,175,Canada,100
480,481,Trix,Escudier,tescudierdc@archive.org,male,barrage,other,tescudierdc,49,Sweden,20
481,482,Betta,,barkowdd@de.vu,male,barrage,other,badamskydd,113,Poland,44
482,483,Cindra,Camings,ccamingsde@moonfruit.com,male,animate weapon,other,ccamingsde,176,Indonesia,100
483,484,Blaire,Kenen,bkenendf@oakley.com,male,barrage,other,bkenendf,275,Greece,100
484,485,Gregorius,Ambrus,gambrusdg@smugmug.com,male,barrage,scion,gambrusdg,119,China,50
485,486,Josi,Cornock,jcornockdh@mozilla.org,male,arctic armour,scion,jcornockdh,170,China,100
486,487,Curry,,ctremaynedi@apache.org,male,arctic armour,scion,cmcgowrandi,339,Sweden,100
487,488,Alvina,Whytock,awhytockdj@unicef.org,male,arctic armour,other,awhytockdj,430,Indonesia,100
488,489,Karia,MacGraith,kmacgraithdk@hostgator.com,male,arctic armour,scion,kmacgraithdk,233,Indonesia,100
489,490,,MacFayden,hmacfaydendl@discuz.net,male,barrage,other,fmacfaydendl,140,China,100
490,491,Ulrike,,ubilldm@arstechnica.com,male,barrage,scion,uyanshindm,71,Mexico,30
491,492,Bird,Cleaveland,bcleavelanddn@ibm.com,male,arctic armour,scion,bcleavelanddn,298,Spain,100
492,493,Hart,Bernardotti,hbernardottido@wordpress.com,male,arctic armour,scion,hbernardottido,84,Iran,63
493,494,Issie,Duligal,iduligaldp@squarespace.com,male,animate weapon,scion,iduligaldp,364,Russia,100
494,495,Therese,Thurlby,tthurlbydq@webs.com,male,animate weapon,scion,tthurlbydq,196,Indonesia,100
495,496,Patsy,Wyness,pwynessdr@ocn.ne.jp,male,arctic armour,scion,pwynessdr,318,Russia,100
496,497,Cherie,Sitlinton,csitlintonds@smugmug.com,male,barrage,other,csitlintonds,438,Sweden,100
497,498,,,fschimekdt@ft.com,male,animate weapon,other,cwewelldt,109,Colombia,37
498,499,Idelle,Djekovic,idjekovicdu@xing.com,male,barrage,other,idjekovicdu,407,United States,100
499,500,,Spanswick,hspanswickdv@berkeley.edu,male,barrage,other,cspanswickdv,398,Indonesia,100
500,501,Tod,,tmayoudw@stumbleupon.com,male,arctic armour,scion,tgraceydw,320,Colombia,100
501,502,Vi,Rawll,vrawlldx@hp.com,male,barrage,scion,vrawlldx,206,Indonesia,100
502,503,Janean,Leaves,jleavesdy@jigsy.com,male,barrage,other,jleavesdy,278,Peru,100
503,504,Paxton,Sparkes,psparkesdz@qq.com,male,barrage,other,psparkesdz,132,China,100
504,505,Jobi,Tackley,jtackleye0@salon.com,male,animate weapon,other,jtackleye0,429,Afghanistan,100
505,506,Clair,,cbrunkere1@globo.com,male,arctic armour,other,cmalshingere1,155,Netherlands,100
506,507,Laird,,lpollingtone2@gnu.org,male,arctic armour,other,lgullande2,253,Belarus,100
507,508,Papageno,,pmcgrathe3@scribd.com,male,barrage,other,pibotsone3,315,Chad,100
508,509,Gunar,,gjenceye4@nifty.com,male,barrage,scion,galldrede4,247,Israel,100
509,510,Gunther,Sailer,gsailere5@sciencedaily.com,male,barrage,scion,gsailere5,405,Portugal,100
510,511,Lyle,,lbrokenbrowe6@youtube.com,male,barrage,scion,lgerckene6,36,China,8
511,512,Amelia,Peartree,apeartreee7@tripadvisor.com,male,animate weapon,scion,apeartreee7,376,Sweden,100
512,513,Ninette,,npennere8@vimeo.com,male,barrage,other,ngrimsdalee8,319,Indonesia,100
513,514,Joey,Dean,jdeane9@joomla.org,male,barrage,scion,jdeane9,51,China,37
514,515,Guinevere,Skitteral,gskitteralea@army.mil,male,animate weapon,other,gskitteralea,78,Czech Republic,36
515,516,Euell,Admans,eadmanseb@timesonline.co.uk,male,arctic armour,other,eadmanseb,88,China,53
516,517,Efren,Goodbairn,egoodbairnec@paypal.com,male,barrage,scion,egoodbairnec,332,Argentina,100
517,518,Karl,,ksearbyed@dmoz.org,male,animate weapon,other,kthornbarrowed,297,Paraguay,100
518,519,Killy,,khacksbyee@storify.com,male,barrage,scion,kverrillsee,356,Russia,100
519,520,Guinevere,Lindfors,glindforsef@hibu.com,male,arctic armour,other,glindforsef,89,Russia,29
520,521,Sterne,,shabershaweg@spotify.com,male,animate weapon,scion,sshirtcliffeeg,231,Ukraine,100
521,522,Paul,,plavielleeh@kickstarter.com,male,barrage,other,pbecketeh,246,Indonesia,100
522,523,Pembroke,,pbrixeyei@miitbeian.gov.cn,male,animate weapon,scion,pgiraudouxei,196,Bhutan,100
523,524,Pierre,,ppealej@dagondesign.com,male,arctic armour,other,psmoothej,280,China,100
524,525,Shel,Soreau,ssoreauek@cmu.edu,male,arctic armour,other,ssoreauek,343,Russia,100
525,526,Vivian,,vhousbeyel@artisteer.com,male,arctic armour,other,vklimukel,269,Indonesia,100
526,527,Ardeen,,abentingem@biblegateway.com,male,barrage,other,amcginnisem,142,United States,100
527,528,Mariel,Martinon,mmartinonen@dagondesign.com,male,barrage,other,mmartinonen,146,Czech Republic,100
528,529,Siobhan,Minkin,sminkineo@telegraph.co.uk,male,barrage,other,sminkineo,318,Czech Republic,100
529,530,Larissa,Fennelly,lfennellyep@cyberchimps.com,male,barrage,scion,lfennellyep,329,China,100
530,531,Ase,Stoeckle,astoeckleeq@tumblr.com,male,barrage,scion,astoeckleeq,239,Malaysia,100
531,532,,Zorzutti,nzorzuttier@yahoo.com,male,arctic armour,other,kzorzuttier,29,China,6
532,533,Aridatha,Goss,agosses@dell.com,male,arctic armour,scion,agosses,48,Madagascar,4
533,534,Sauncho,,sovenellet@dailymail.co.uk,male,barrage,other,smacaket,6,China,23
534,535,,,tsealyeu@mayoclinic.com,male,barrage,scion,mbarbyeu,33,United States,20
535,536,Sheilakathryn,Measey,smeaseyev@bloglines.com,male,animate weapon,scion,smeaseyev,282,Guam,100
536,537,Willis,,wmapleew@csmonitor.com,male,barrage,scion,wharradew,47,China,19
537,538,Lucretia,,lcolumex@tmall.com,male,barrage,other,lboughenex,222,China,100
538,539,Carmine,,cmckeurtoney@geocities.jp,male,barrage,other,cjakabey,19,Japan,23
539,540,Brittni,Malin,bmalinez@freewebs.com,male,arctic armour,other,bmalinez,300,Brazil,100
540,541,Arty,,asouthcombef0@seattletimes.com,male,barrage,scion,aswiffanf0,5,Kyrgyzstan,4
541,542,,Lillo,dlillof1@oakley.com,male,arctic armour,other,slillof1,403,China,100
542,543,Danyette,Josefs,djosefsf2@w3.org,male,arctic armour,scion,djosefsf2,370,China,100
