id,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
283,Temp,Kramer,tkramer7u@va.gov,female,arctic armour,scion,tkramer7u,14,Colombia,22
284,,,ckeppel7v@nyu.edu,female,barrage,scion,adetoile7v,105,Bulgaria,51
285,Bendick,Linstead,blinstead7w@360.cn,female,barrage,scion,blinstead7w,392,South Korea,100
286,Anica,Loynton,aloynton7x@mlb.com,female,animate weapon,other,aloynton7x,287,Czech Republic,100
287,,Currm,acurrm7y@friendfeed.com,female,barrage,scion,kcurrm7y,387,Brazil,100
288,Amargo,Bullcock,abullcock7z@amazon.co.jp,female,barrage,scion,abullcock7z,358,Philippines,100
289,Dalenna,,dbransgrove80@washingtonpost.com,female,arctic armour,scion,dfolger80,259,Sudan,100
290,Rinaldo,,rcannaway81@gov.uk,female,arctic armour,other,rsaulter81,132,Indonesia,100
291,Jess,Gillow,jgillow82@jigsy.com,female,animate weapon,scion,jgillow82,277,Indonesia,100
292,Kelwin,,kdrew83@webnode.com,female,arctic armour,other,kwalisiak83,83,Philippines,42
293,Freddy,Maase,fmaase84@state.tx.us,female,barrage,other,fmaase84,363,Democratic Republic of the Congo,100
294,Edan,,edriuzzi85@istockphoto.com,female,animate weapon,scion,ehowton85,180,Russia,100
295,Byron,,bnorsister86@nature.com,female,barrage,scion,bspellesy86,414,Russia,100
296,Tedi,Riddlesden,triddlesden87@51.la,female,barrage,other,triddlesden87,421,Philippines,100
297,Kakalina,O'Kane,kokane88@booking.com,female,barrage,other,kokane88,346,Philippines,100
298,,Mccaull,amccaull89@pen.io,female,barrage,other,dmccaull89,281,Indonesia,100
299,Gretel,Meindl,gmeindl8a@state.tx.us,female,arctic armour,other,gmeindl8a,286,Indonesia,100
300,Winona,Ellerbeck,wellerbeck8b@soundcloud.com,female,barrage,scion,wellerbeck8b,381,Russia,100
301,Gannon,,gduprey8c@google.co.jp,female,animate weapon,scion,gmowling8c,169,Indonesia,100
302,Monroe,Gonzalvo,mgonzalvo8d@springer.com,female,barrage,other,mgonzalvo8d,364,Philippines,100
303,,Lipscomb,elipscomb8e@alibaba.com,female,arctic armour,other,mlipscomb8e,385,Colombia,100
304,Valentina,Knappen,vknappen8f@reverbnation.com,female,animate weapon,other,vknappen8f,47,China,12
305,Roderic,,rscarlin8g@narod.ru,female,barrage,other,rpozzo8g,186,China,100
306,Roberta,Breming,rbreming8h@washington.edu,female,arctic armour,other,rbreming8h,377,Russia,100
307,Vite,Guillot,vguillot8i@wikispaces.com,female,animate weapon,scion,vguillot8i,247,Ukraine,100
308,Eldin,Layson,elayson8j@europa.eu,female,animate weapon,other,elayson8j,227,Iran,100
309,Sydelle,,sdanzey8k@usda.gov,female,barrage,other,sskivington8k,367,Poland,100
310,Linc,,lmcguckin8l@mtv.com,female,animate weapon,scion,llouys8l,200,Sweden,100
311,Arri,,ahallitt8m@amazon.com,female,animate weapon,other,abenardette8m,111,China,51
312,Tonnie,Kerfod,tkerfod8n@senate.gov,female,barrage,other,tkerfod8n,115,China,59
313,Silvia,MacGettigen,smacgettigen8o@jiathis.com,female,animate weapon,other,smacgettigen8o,14,Indonesia,22
314,Clarance,Di Carlo,cdicarlo8p@technorati.com,female,barrage,other,cdicarlo8p,33,Canada,22
315,Bert,,bmays8q@opera.com,female,barrage,scion,battrie8q,31,Indonesia,3
316,Lorene,Blamey,lblamey8r@bravesites.com,female,barrage,other,lblamey8r,323,Portugal,100
317,Muffin,,madenet8s@smugmug.com,female,barrage,scion,maubin8s,62,Norway,52
318,Maddalena,Rooper,mrooper8t@census.gov,female,animate weapon,other,mrooper8t,140,Indonesia,100
319,Aristotle,Heymann,aheymann8u@booking.com,female,arctic armour,scion,aheymann8u,199,China,100
320,Elli,,eshuxsmith8v@1und1.de,female,animate weapon,scion,edisman8v,30,Iraq,9
321,Cammy,Scartifield,cscartifield8w@taobao.com,female,barrage,scion,cscartifield8w,209,Philippines,100
322,Yorke,Rathmell,yrathmell8x@paginegialle.it,female,arctic armour,other,yrathmell8x,212,Dominican Republic,100
323,Sally,Chapman,schapman8y@va.gov,female,barrage,scion,schapman8y,214,Russia,100
324,Nanine,Guppy,nguppy8z@cocolog-nifty.com,female,barrage,other,nguppy8z,383,Poland,100
325,Rycca,Gonoude,rgonoude90@squidoo.com,female,barrage,scion,rgonoude90,227,Brazil,100
326,Eolande,,efumagallo91@gravatar.com,female,arctic armour,other,efessby91,431,Israel,100
327,Anders,Rosle,arosle92@webeden.co.uk,female,barrage,other,arosle92,166,Kosovo,100
328,Aube,Carbin,acarbin93@sfgate.com,female,arctic armour,scion,acarbin93,414,France,100
329,Shellysheldon,,smennithorp94@techcrunch.com,female,barrage,scion,smerrison94,345,Slovenia,100
330,Conni,,cjacobowicz95@noaa.gov,female,barrage,scion,cbroadfield95,349,China,100
331,Klara,,kmagister96@howstuffworks.com,female,arctic armour,other,krussell96,129,Brazil,100
332,,,mreuble97@com.com,female,arctic armour,other,mjeyness97,251,Philippines,100
333,,,vfontanet98@yahoo.com,female,barrage,scion,hmates98,112,Ukraine,50
334,Aile,,aspinks99@umn.edu,female,arctic armour,other,afinlater99,202,Greece,100
335,Veriee,Voisey,vvoisey9a@creativecommons.org,female,barrage,other,vvoisey9a,99,Poland,50
336,Danella,,drising9b@netvibes.com,female,animate weapon,other,dyeardley9b,116,Sweden,32
337,Paddy,Gally,pgally9c@vinaora.com,female,barrage,other,pgally9c,260,Ivory Coast,100
338,Marylinda,Oxlee,moxlee9d@digg.com,female,barrage,scion,moxlee9d,133,China,100
339,Ondrea,,omulqueen9e@nymag.com,female,barrage,other,omillar9e,249,China,100
340,Errol,,eygoe9f@etsy.com,female,animate weapon,other,emagrannell9f,58,Jamaica,60
341,Swen,Webber,swebber9g@abc.net.au,female,barrage,scion,swebber9g,308,Russia,100
342,Morry,Sandcraft,msandcraft9h@issuu.com,female,animate weapon,scion,msandcraft9h,411,Albania,100
343,Gypsy,,gmein9i@nasa.gov,female,barrage,scion,gchumley9i,284,Brazil,100
344,Trudy,Burnett,tburnett9j@livejournal.com,female,arctic armour,scion,tburnett9j,115,Philippines,28
345,Pier,,phigford9k@a8.net,female,barrage,scion,pbeernaert9k,354,Russia,100
346,,Lorent,alorent9l@studiopress.com,female,barrage,scion,alorent9l,257,Portugal,100
347,Salomone,Sidlow,ssidlow9m@nbcnews.com,female,barrage,scion,ssidlow9m,30,China,20
348,Sarina,Byllam,sbyllam9n@abc.net.au,female,barrage,other,sbyllam9n,9,China,22
349,,Fetherstan,tfetherstan9o@wiley.com,female,barrage,other,afetherstan9o,411,Philippines,100
350,,Jellard,djellard9p@intel.com,female,barrage,scion,kjellard9p,97,Indonesia,65
351,Curr,Petegree,cpetegree9q@wp.com,female,barrage,scion,cpetegree9q,253,Brazil,100
352,Lamond,,liffe9r@state.tx.us,female,barrage,scion,llawtey9r,377,China,100
353,Chris,,cscading9s@linkedin.com,female,animate weapon,scion,cbroome9s,416,China,100
354,Ignacius,Blowing,iblowing9t@domainmarket.com,female,arctic armour,other,iblowing9t,34,China,17
355,Rhianna,,rrosten9u@com.com,female,barrage,other,rbrownscombe9u,372,Indonesia,100
356,Tallulah,Bog,tbog9v@cnbc.com,female,barrage,scion,tbog9v,49,Portugal,6
357,Marchall,,mrennebeck9w@mediafire.com,female,barrage,scion,mbatchan9w,242,Portugal,100
358,Ruggiero,,rbeche9x@printfriendly.com,female,barrage,other,rmathias9x,317,Finland,100
359,Gerrie,Wakerley,gwakerley9y@merriam-webster.com,female,barrage,other,gwakerley9y,247,Thailand,100
360,Whitaker,,wbonass9z@friendfeed.com,female,arctic armour,other,wlayburn9z,333,Czech Republic,100
361,Guillemette,Amies,gamiesa0@rambler.ru,female,arctic armour,other,gamiesa0,205,China,100
362,Elsie,Korneichuk,ekorneichuka1@ifeng.com,female,barrage,scion,ekorneichuka1,409,Japan,100
363,Luis,Dytham,ldythama2@craigslist.org,female,animate weapon,scion,ldythama2,362,Indonesia,100
364,Vitia,Ffrench,vffrencha3@bigcartel.com,female,barrage,scion,vffrencha3,82,Colombia,69
365,Curcio,,cburnsydea4@weibo.com,female,arctic armour,scion,ccompsona4,201,Indonesia,100
366,Carilyn,Bartke,cbartkea5@reddit.com,female,arctic armour,other,cbartkea5,424,China,100
367,,,shurlera6@shareasale.com,female,animate weapon,scion,smongana6,64,Indonesia,25
368,Paulo,,pdurbyna7@printfriendly.com,female,barrage,other,pjerdeina7,10,China,21
369,Janella,Reaper,jreapera8@qq.com,female,arctic armour,other,jreapera8,240,Argentina,100
370,Gregor,Wild,gwilda9@nps.gov,female,barrage,scion,gwilda9,284,Mongolia,100
371,Reeba,Barthorpe,rbarthorpeaa@irs.gov,female,barrage,scion,rbarthorpeaa,349,Sweden,100
372,Judye,Lawdham,jlawdhamab@biglobe.ne.jp,female,barrage,scion,jlawdhamab,241,Peru,100
373,Wright,,wcranshawac@prnewswire.com,female,barrage,other,wyurlovac,104,Venezuela,34
374,Calvin,Girdler,cgirdlerad@g.co,female,barrage,scion,cgirdlerad,109,Albania,61
375,Ameline,Durbridge,adurbridgeae@hao123.com,female,animate weapon,other,adurbridgeae,77,Indonesia,39
376,Land,Grahame,lgrahameaf@canalblog.com,female,arctic armour,scion,lgrahameaf,370,Russia,100
377,Waly,Rapo,wrapoag@yandex.ru,female,animate weapon,other,wrapoag,252,Philippines,100
378,Lionel,Kertess,lkertessah@vimeo.com,female,barrage,other,lkertessah,53,Brazil,32
379,Violette,Cheves,vchevesai@instagram.com,female,arctic armour,other,vchevesai,146,China,100
380,Emmit,,edurnoaj@apple.com,female,barrage,other,eskateaj,88,Russia,70
381,Manya,Trimbey,mtrimbeyak@forbes.com,female,barrage,other,mtrimbeyak,253,Ukraine,100
382,Edouard,,eleysal@domainmarket.com,female,barrage,scion,edurnallal,23,Brazil,25
383,Johna,Monaghan,jmonaghanam@marriott.com,female,arctic armour,scion,jmonaghanam,34,United States,12
384,Beatrisa,,bfarnorthan@hao123.com,female,animate weapon,other,bguerreroan,158,Syria,100
385,Maggy,,mmateescuao@yelp.com,female,animate weapon,scion,mjosefsonao,139,South Africa,100
386,Abigail,,akellickap@ustream.tv,female,barrage,scion,agingerap,56,Malta,64
387,Marylou,Samwyse,msamwyseaq@mlb.com,female,animate weapon,scion,msamwyseaq,259,China,100
388,Xaviera,Stowgill,xstowgillar@mayoclinic.com,female,barrage,scion,xstowgillar,54,China,48
389,Ashely,,adillingstoneas@sogou.com,female,animate weapon,other,aannakinas,406,United States,100
390,Melamie,Skipping,mskippingat@dailymail.co.uk,female,arctic armour,other,mskippingat,439,Egypt,100
391,Garvin,Ranscomb,granscombau@ft.com,female,animate weapon,other,granscombau,129,Vietnam,100
392,Arleta,Dallander,adallanderav@latimes.com,female,animate weapon,other,adallanderav,80,Albania,37
393,Freemon,Jamot,fjamotaw@nasa.gov,female,barrage,other,fjamotaw,233,Russia,100
394,Packston,,pbelliniax@nationalgeographic.com,female,animate weapon,other,pkenlinax,294,China,100
395,Benedetta,Espinal,bespinalay@china.com.cn,female,animate weapon,scion,bespinalay,416,Sweden,100
396,Natale,Saleway,nsalewayaz@who.int,female,barrage,other,nsalewayaz,393,Poland,100
397,Tannie,,thansberryb0@usa.gov,female,barrage,scion,telveyb0,27,Indonesia,11
398,Leeanne,,ltatloweb1@miitbeian.gov.cn,female,animate weapon,scion,lgisburneb1,220,Tunisia,100
399,Wildon,Savins,wsavinsb2@hubpages.com,female,animate weapon,scion,wsavinsb2,357,Uruguay,100
400,Carmine,,cabelesb3@about.me,female,barrage,scion,cgirodonb3,14,Greece,21
401,Ardelia,,apetrasb4@deliciousdays.com,female,barrage,scion,awiddocksb4,388,South Africa,100
402,Marlon,,mtschirascheb5@seattletimes.com,female,barrage,scion,mmedlingb5,26,Armenia,17
403,Joli,,jgerrieb6@ebay.com,female,animate weapon,scion,jhedworthb6,321,Philippines,100
404,Tiebout,O'Hollegan,toholleganb7@godaddy.com,female,arctic armour,scion,toholleganb7,303,Philippines,100
405,Ros,,rlesmondeb8@abc.net.au,female,barrage,other,rtebaldb8,94,China,39
406,Berte,,bcaughtb9@booking.com,female,barrage,other,bbrosinib9,139,Vietnam,100
407,Babita,Brushneen,bbrushneenba@netlog.com,female,barrage,other,bbrushneenba,335,Macedonia,100
408,Brina,Greendale,bgreendalebb@themeforest.net,female,barrage,scion,bgreendalebb,92,China,68
409,Cherilyn,Bracegirdle,cbracegirdlebc@marriott.com,female,barrage,other,cbracegirdlebc,355,Russia,100
410,Arabella,Pierrepont,apierrepontbd@gov.uk,female,arctic armour,scion,apierrepontbd,321,Philippines,100
411,Julian,Piecha,jpiechabe@naver.com,female,animate weapon,other,jpiechabe,338,Serbia,100
412,Garry,,gcutrissbf@newyorker.com,female,barrage,other,gjaggerbf,178,Portugal,100
413,,,cdowniebg@miibeian.gov.cn,female,barrage,scion,mflackebg,292,Belarus,100
414,Hynda,,hbevenbh@networksolutions.com,female,arctic armour,scion,hflickerbh,307,Nigeria,100
415,Hilario,,hgrahlmansbi@bloglovin.com,female,arctic armour,scion,hskermebi,365,Indonesia,100
416,Mercedes,Roylance,mroylancebj@printfriendly.com,female,animate weapon,scion,mroylancebj,47,Pakistan,17
417,,Oret,loretbk@com.com,female,arctic armour,scion,aoretbk,28,Guatemala,21
418,Petronille,Christoforou,pchristoforoubl@zimbio.com,female,arctic armour,other,pchristoforoubl,87,Paraguay,54
419,,Le-Good,nlegoodbm@yellowbook.com,female,barrage,scion,wlegoodbm,17,Netherlands,1
420,Raynell,Hanselmann,rhanselmannbn@marriott.com,female,animate weapon,scion,rhanselmannbn,296,Brazil,100
421,Camilla,,cshoemarkbo@timesonline.co.uk,female,barrage,other,croughleybo,374,Namibia,100
422,Jacinta,Broddle,jbroddlebp@networksolutions.com,female,barrage,other,jbroddlebp,351,Poland,100
423,,Angric,mangricbq@mozilla.org,female,barrage,other,kangricbq,96,Indonesia,48
424,Pammie,,pkalbererbr@fda.gov,female,animate weapon,scion,pmahmoodbr,366,Greece,100
425,Gallagher,Gomersall,ggomersallbs@ezinearticles.com,female,barrage,other,ggomersallbs,108,Philippines,36
426,,Hanshawe,ahanshawebt@vk.com,female,barrage,other,rhanshawebt,80,Chile,44
427,Ranna,Franseco,rfransecobu@nytimes.com,female,arctic armour,scion,rfransecobu,160,Philippines,100
428,Stormy,Jeenes,sjeenesbv@ebay.co.uk,female,animate weapon,scion,sjeenesbv,131,Argentina,100
429,Lucilia,Bill,lbillbw@ucla.edu,female,animate weapon,scion,lbillbw,34,Argentina,4
430,,Thickins,gthickinsbx@usnews.com,female,animate weapon,other,fthickinsbx,412,Indonesia,100
431,Corty,,cwewellby@spotify.com,female,animate weapon,other,ccageby,68,Portugal,55
432,Kermit,Kelling,kkellingbz@webnode.com,female,arctic armour,other,kkellingbz,81,Indonesia,54
433,Casar,Ironside,cironsidec0@hexun.com,female,barrage,scion,cironsidec0,131,Indonesia,100
434,Alf,,awalshc1@sogou.com,female,barrage,other,ajicklesc1,186,Greece,100
435,Pammie,Wyndham,pwyndhamc2@zimbio.com,female,animate weapon,scion,pwyndhamc2,282,Russia,100
436,,,mchalcroftc3@sakura.ne.jp,female,barrage,other,mlukeschc3,215,Russia,100
437,Algernon,,abirtlesc4@ed.gov,female,barrage,scion,aolliffec4,446,Russia,100
438,Rockie,Alejo,ralejoc5@mapy.cz,female,barrage,scion,ralejoc5,361,Philippines,100
439,,,gratledgec6@1688.com,female,arctic armour,scion,efalconerc6,192,Argentina,100
440,Leanor,,llednorc7@plala.or.jp,female,barrage,scion,lgreatbankc7,134,Greece,100
441,Sandro,Lovett,slovettc8@fc2.com,female,barrage,scion,slovettc8,183,Brazil,100
442,Domingo,Cottell,dcottellc9@booking.com,female,arctic armour,other,dcottellc9,173,Germany,100
443,Zackariah,Wrassell,zwrassellca@reverbnation.com,female,barrage,other,zwrassellca,322,China,100
444,Reggie,Backsal,rbacksalcb@etsy.com,female,barrage,other,rbacksalcb,213,China,100
445,Roxy,Denniston,rdennistoncc@soup.io,female,animate weapon,scion,rdennistoncc,436,China,100
446,,,aveverscd@merriam-webster.com,female,barrage,other,dhubbockcd,391,China,100
447,Leonard,,lcrosence@dion.ne.jp,female,animate weapon,scion,lkisbeece,155,China,100
448,Read,Stovin,rstovincf@istockphoto.com,female,arctic armour,other,rstovincf,41,Portugal,22
449,Willette,,wsizlandcg@twitpic.com,female,barrage,scion,wandreascg,393,Indonesia,100
450,Blanca,,bcopingch@independent.co.uk,female,barrage,other,bbewlych,148,China,100
451,Anetta,,amilwardci@google.co.jp,female,barrage,other,apopleyci,13,Indonesia,12
452,Aurlie,,asamsoncj@squidoo.com,female,animate weapon,other,astrathdeecj,230,Indonesia,100
453,Amalee,Marke,amarkeck@dropbox.com,female,animate weapon,scion,amarkeck,108,Canada,64
454,Doreen,,dmactrustramcl@berkeley.edu,female,barrage,other,dblacklercl,29,China,13
455,Karrie,McAusland,kmcauslandcm@discuz.net,female,animate weapon,scion,kmcauslandcm,403,Indonesia,100
456,Jacynth,Ridgedell,jridgedellcn@umn.edu,female,barrage,other,jridgedellcn,112,China,70
457,Richmond,Spurnier,rspurnierco@disqus.com,female,animate weapon,other,rspurnierco,111,France,35
458,Torrance,Triplow,ttriplowcp@umn.edu,female,arctic armour,scion,ttriplowcp,383,Indonesia,100
459,Drucy,,dmorloncq@about.com,female,animate weapon,scion,dpaschkecq,26,China,1
460,Tobiah,Jaffra,tjaffracr@pen.io,female,barrage,scion,tjaffracr,300,Thailand,100
461,,Dotson,udotsoncs@bizjournals.com,female,arctic armour,other,mdotsoncs,94,Honduras,67
462,Keeley,,kpettigreect@telegraph.co.uk,female,arctic armour,other,kbransdenct,161,Russia,100
463,Etan,Abbot,eabbotcu@bbb.org,female,animate weapon,other,eabbotcu,36,Venezuela,8
464,Rowland,Fiddiman,rfiddimancv@mlb.com,female,animate weapon,scion,rfiddimancv,321,Pakistan,100
465,Cloris,,cbarendtsencw@ow.ly,female,animate weapon,other,cnellcw,259,Russia,100
466,Lucia,Phelip,lphelipcx@ucoz.ru,female,animate weapon,scion,lphelipcx,109,Philippines,44
467,Eyde,Parlot,eparlotcy@berkeley.edu,female,barrage,other,eparlotcy,390,China,100
468,Bengt,Donohue,bdonohuecz@sun.com,female,barrage,other,bdonohuecz,296,Kenya,100
469,Koo,,kosmand0@amazonaws.com,female,barrage,scion,karmfirldd0,399,China,100
470,Patin,Mocher,pmocherd1@newsvine.com,female,arctic armour,scion,pmocherd1,65,Indonesia,56
471,Karleen,,kpawled2@apple.com,female,animate weapon,other,kmattockd2,142,China,100
472,Ivy,,ifreaked3@statcounter.com,female,animate weapon,other,ipoulneyd3,409,France,100
473,Maisey,,mgurryd4@tiny.cc,female,barrage,other,mlasseterd4,299,Russia,100
474,June,Whistance,jwhistanced5@indiatimes.com,female,animate weapon,scion,jwhistanced5,4,Russia,16
475,Fanny,Gillcrist,fgillcristd6@plala.or.jp,female,barrage,other,fgillcristd6,276,Philippines,100
476,Kareem,,ktomczynskid7@cyberchimps.com,female,animate weapon,other,klascelld7,144,Philippines,100
477,Dimitry,Hinchon,dhinchond8@ifeng.com,female,barrage,other,dhinchond8,215,Portugal,100
478,Gregg,,glitzmannd9@tinyurl.com,female,animate weapon,other,gcarniliand9,165,Philippines,100
479,Cassey,,cbestallda@mapquest.com,female,arctic armour,other,cgibbesonda,425,Pakistan,100
480,Sutton,,scancellariodb@china.com.cn,female,arctic armour,other,skeighleydb,175,Canada,100
481,Trix,Escudier,tescudierdc@archive.org,female,barrage,other,tescudierdc,49,Sweden,20
482,Betta,,barkowdd@de.vu,female,barrage,other,badamskydd,113,Poland,44
483,Cindra,Camings,ccamingsde@moonfruit.com,female,animate weapon,other,ccamingsde,176,Indonesia,100
484,Blaire,Kenen,bkenendf@oakley.com,female,barrage,other,bkenendf,275,Greece,100
485,Gregorius,Ambrus,gambrusdg@smugmug.com,female,barrage,scion,gambrusdg,119,China,50
486,Josi,Cornock,jcornockdh@mozilla.org,female,arctic armour,scion,jcornockdh,170,China,100
487,Curry,,ctremaynedi@apache.org,female,arctic armour,scion,cmcgowrandi,339,Sweden,100
488,Alvina,Whytock,awhytockdj@unicef.org,female,arctic armour,other,awhytockdj,430,Indonesia,100
489,Karia,MacGraith,kmacgraithdk@hostgator.com,female,arctic armour,scion,kmacgraithdk,233,Indonesia,100
490,,MacFayden,hmacfaydendl@discuz.net,female,barrage,other,fmacfaydendl,140,China,100
491,Ulrike,,ubilldm@arstechnica.com,female,barrage,scion,uyanshindm,71,Mexico,30
492,Bird,Cleaveland,bcleavelanddn@ibm.com,female,arctic armour,scion,bcleavelanddn,298,Spain,100
493,Hart,Bernardotti,hbernardottido@wordpress.com,female,arctic armour,scion,hbernardottido,84,Iran,63
494,Issie,Duligal,iduligaldp@squarespace.com,female,animate weapon,scion,iduligaldp,364,Russia,100
495,Therese,Thurlby,tthurlbydq@webs.com,female,animate weapon,scion,tthurlbydq,196,Indonesia,100
496,Patsy,Wyness,pwynessdr@ocn.ne.jp,female,arctic armour,scion,pwynessdr,318,Russia,100
497,Cherie,Sitlinton,csitlintonds@smugmug.com,female,barrage,other,csitlintonds,438,Sweden,100
498,,,fschimekdt@ft.com,female,animate weapon,other,cwewelldt,109,Colombia,37
499,Idelle,Djekovic,idjekovicdu@xing.com,female,barrage,other,idjekovicdu,407,United States,100
500,,Spanswick,hspanswickdv@berkeley.edu,female,barrage,other,cspanswickdv,398,Indonesia,100
501,Tod,,tmayoudw@stumbleupon.com,female,arctic armour,scion,tgraceydw,320,Colombia,100
502,Vi,Rawll,vrawlldx@hp.com,female,barrage,scion,vrawlldx,206,Indonesia,100
503,Janean,Leaves,jleavesdy@jigsy.com,female,barrage,other,jleavesdy,278,Peru,100
504,Paxton,Sparkes,psparkesdz@qq.com,female,barrage,other,psparkesdz,132,China,100
505,Jobi,Tackley,jtackleye0@salon.com,female,animate weapon,other,jtackleye0,429,Afghanistan,100
506,Clair,,cbrunkere1@globo.com,female,arctic armour,other,cmalshingere1,155,Netherlands,100
507,Laird,,lpollingtone2@gnu.org,female,arctic armour,other,lgullande2,253,Belarus,100
508,Papageno,,pmcgrathe3@scribd.com,female,barrage,other,pibotsone3,315,Chad,100
509,Gunar,,gjenceye4@nifty.com,female,barrage,scion,galldrede4,247,Israel,100
510,Gunther,Sailer,gsailere5@sciencedaily.com,female,barrage,scion,gsailere5,405,Portugal,100
511,Lyle,,lbrokenbrowe6@youtube.com,female,barrage,scion,lgerckene6,36,China,8
512,Amelia,Peartree,apeartreee7@tripadvisor.com,female,animate weapon,scion,apeartreee7,376,Sweden,100
513,Ninette,,npennere8@vimeo.com,female,barrage,other,ngrimsdalee8,319,Indonesia,100
514,Joey,Dean,jdeane9@joomla.org,female,barrage,scion,jdeane9,51,China,37
515,Guinevere,Skitteral,gskitteralea@army.mil,female,animate weapon,other,gskitteralea,78,Czech Republic,36
516,Euell,Admans,eadmanseb@timesonline.co.uk,female,arctic armour,other,eadmanseb,88,China,53
517,Efren,Goodbairn,egoodbairnec@paypal.com,female,barrage,scion,egoodbairnec,332,Argentina,100
518,Karl,,ksearbyed@dmoz.org,female,animate weapon,other,kthornbarrowed,297,Paraguay,100
519,Killy,,khacksbyee@storify.com,female,barrage,scion,kverrillsee,356,Russia,100
520,Guinevere,Lindfors,glindforsef@hibu.com,female,arctic armour,other,glindforsef,89,Russia,29
521,Sterne,,shabershaweg@spotify.com,female,animate weapon,scion,sshirtcliffeeg,231,Ukraine,100
522,Paul,,plavielleeh@kickstarter.com,female,barrage,other,pbecketeh,246,Indonesia,100
523,Pembroke,,pbrixeyei@miitbeian.gov.cn,female,animate weapon,scion,pgiraudouxei,196,Bhutan,100
524,Pierre,,ppealej@dagondesign.com,female,arctic armour,other,psmoothej,280,China,100
525,Shel,Soreau,ssoreauek@cmu.edu,female,arctic armour,other,ssoreauek,343,Russia,100
526,Vivian,,vhousbeyel@artisteer.com,female,arctic armour,other,vklimukel,269,Indonesia,100
527,Ardeen,,abentingem@biblegateway.com,female,barrage,other,amcginnisem,142,United States,100
528,Mariel,Martinon,mmartinonen@dagondesign.com,female,barrage,other,mmartinonen,146,Czech Republic,100
529,Siobhan,Minkin,sminkineo@telegraph.co.uk,female,barrage,other,sminkineo,318,Czech Republic,100
530,Larissa,Fennelly,lfennellyep@cyberchimps.com,female,barrage,scion,lfennellyep,329,China,100
531,Ase,Stoeckle,astoeckleeq@tumblr.com,female,barrage,scion,astoeckleeq,239,Malaysia,100
532,,Zorzutti,nzorzuttier@yahoo.com,female,arctic armour,other,kzorzuttier,29,China,6
533,Aridatha,Goss,agosses@dell.com,female,arctic armour,scion,agosses,48,Madagascar,4
534,Sauncho,,sovenellet@dailymail.co.uk,female,barrage,other,smacaket,6,China,23
535,,,tsealyeu@mayoclinic.com,female,barrage,scion,mbarbyeu,33,United States,20
536,Sheilakathryn,Measey,smeaseyev@bloglines.com,female,animate weapon,scion,smeaseyev,282,Guam,100
537,Willis,,wmapleew@csmonitor.com,female,barrage,scion,wharradew,47,China,19
538,Lucretia,,lcolumex@tmall.com,female,barrage,other,lboughenex,222,China,100
539,Carmine,,cmckeurtoney@geocities.jp,female,barrage,other,cjakabey,19,Japan,23
540,Brittni,Malin,bmalinez@freewebs.com,female,arctic armour,other,bmalinez,300,Brazil,100
541,Arty,,asouthcombef0@seattletimes.com,female,barrage,scion,aswiffanf0,5,Kyrgyzstan,4
542,,Lillo,dlillof1@oakley.com,female,arctic armour,other,slillof1,403,China,100
543,Danyette,Josefs,djosefsf2@w3.org,female,arctic armour,scion,djosefsf2,370,China,100
544,,Downes,vdownesf3@dailymotion.com,female,barrage,scion,mdownesf3,140,Kenya,100
545,Karoline,Arundale,karundalef4@thetimes.co.uk,female,barrage,other,karundalef4,238,South Georgia and the South Sandwich Islands,100
546,Holden,Wemyss,hwemyssf5@si.edu,female,barrage,scion,hwemyssf5,205,China,100
547,Lilian,,lgrasonf6@amazon.co.uk,female,barrage,other,lbennedsenf6,113,Ukraine,64
548,Neel,,nrennoldsf7@feedburner.com,female,barrage,scion,noutrightf7,325,Philippines,100
549,Normie,,ncormackf8@wiley.com,female,arctic armour,scion,nborlandf8,163,Brazil,100
550,Staci,,sbrisseauf9@shareasale.com,female,arctic armour,scion,sjinkinf9,28,Philippines,9
551,Natividad,,ngrisdalefa@huffingtonpost.com,female,barrage,other,nhaberghamfa,95,Philippines,61
552,Uri,Gras,ugrasfb@adobe.com,female,animate weapon,other,ugrasfb,347,Ivory Coast,100
553,Lesley,Rigby,lrigbyfc@ustream.tv,female,animate weapon,scion,lrigbyfc,406,Indonesia,100
554,Emalee,Sully,esullyfd@1und1.de,female,barrage,scion,esullyfd,277,United States,100
555,,,kechellefe@surveymonkey.com,female,arctic armour,scion,lhartwellfe,101,Colombia,29
556,,Aymes,jaymesff@about.com,female,barrage,scion,naymesff,251,Benin,100
557,Vanya,,vbriggefg@bbb.org,female,barrage,scion,vsimonassifg,394,Bangladesh,100
558,Vale,Simonsson,vsimonssonfh@quantcast.com,female,animate weapon,scion,vsimonssonfh,204,China,100
559,Harlan,,hkarpovfi@auda.org.au,female,animate weapon,other,hselbornefi,378,Greece,100
560,Axel,,askokoefj@github.com,female,animate weapon,scion,acobleyfj,347,Egypt,100
561,Osmund,McAvey,omcaveyfk@paginegialle.it,female,arctic armour,scion,omcaveyfk,404,Poland,100
562,Birgit,,bbardefl@mysql.com,female,barrage,scion,bbyhamfl,291,Indonesia,100
563,Tamas,,tstadenfm@blogger.com,female,barrage,other,tslaineyfm,232,China,100
564,Hort,Muldowney,hmuldowneyfn@storify.com,female,arctic armour,scion,hmuldowneyfn,111,France,34
